Time,Location,CurrentSpeed,VehicleVolume
2025-02-25 11:03:08,Medan Merdeka Timur,25,2334.222492006955
2025-02-25 11:03:08,Medan Merdeka Barat,28,2309.302788712407
2025-02-25 11:03:08,Medan Merdeka Selatan,20,2193.1757358900145
2025-02-25 11:03:08,Medan Merdeka Utara,26,2334.8818744385626
2025-02-25 11:03:08,Medan Merdeka Timur,25,2334.222492006955
2025-02-25 11:03:08,Medan Merdeka Barat,28,2309.302788712407
2025-02-25 11:03:08,Medan Merdeka Selatan,20,2193.1757358900145
2025-02-25 11:03:08,Medan Merdeka Utara,26,2334.8818744385626
